STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,STATE,REGION,PRCP,SNOW,SNWD,TMAX,TMIN,TAVG
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-01,OREGON,WEST,0,0,0,44,26,35
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-02,OREGON,WEST,0,0,0,40,26,33
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-03,OREGON,WEST,0.2,0,0,45,34,39.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-04,OREGON,WEST,0.2,0,0,50,39,44.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-05,OREGON,WEST,0.5,0,0,53,35,44
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-06,OREGON,WEST,0.7,0,0,40,30,35
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-07,OREGON,WEST,0.4,0,0,39,29,34
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-08,OREGON,WEST,0.8,0,0,43,34,38.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-09,OREGON,WEST,0.5,0,0,44,37,40.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-10,OREGON,WEST,0.2,0,0,43,30,36.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-11,OREGON,WEST,0.2,0,0,52,37,44.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-12,OREGON,WEST,0.1,0,0,49,39,44
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-13,OREGON,WEST,0.3,0,0,51,35,43
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-14,OREGON,WEST,0,0,0,51,29,40
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-15,OREGON,WEST,0.6,0,0,46,27,36.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-16,OREGON,WEST,0,0,0,43,24,33.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-17,OREGON,WEST,0,0,0,41,22,31.5
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-18,OREGON,WEST,0,0,0,39,21,30
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-19,OREGON,WEST,0,0,0,38,28,33
USC00353047,"FOSTER DAM, OR US",44.4139,-122.6728,167.6,2008-01-20,OREGON,WEST,0.3,0,0,42,29,35.5
